,Review Title,Rating,Reviews
58,"Not just Supar Fast, Its Flash Charges",4.0 out of 5 stars,"I have used this phone continuously for 3 days, And below are the Some Pros and Cons which i observed.Pros :Battery : I just want to speak first of all about battery. Its gives me around 7:30 to 8:00 Screen on timing means if you charge your mobile in morning then it will last long till night For normal use.If you use your phone continuously like watching videos, playing games, social media, etc then it still gives you 10 to 12 hours of battery backup. I want also like to inform you about its charging, its just charged with 45 minutes from 0 to 100.Display : You have already read in specification that it Providing amazing display with Good refresh rate. So you will have amazing experience while watching movies, videos, Playing games etcGaming and Processor : I have Play Around 3 hours continuously bgmi phone never get lag, heat or any issue i found, its play smooth as like you are playing in ios devices. Gamer can go for this Phone without any doubt. This mobile having Super stable snapdragon process so if you are maltitasking or switching from apps.etc you will never face any lag/hang issue from thisCamera : If someone thinking that this is only gaming phone so you are wrong, this is all in one with good price range, Camera will also not disappoint you both front and back. Good stability while recording videos and many other features are also there but i never used that like panaroma, potrait,etc .Build and look : Phone looks primium both the colours (I have purchased dark Nova colour). Slim phone, light weight matt finish.Other features: Phone carries so much features because its comes under funtouch OS while gives you goof customize option as per your choice, Fingerprint sensor is also good, i have never face any issue on itCons :Cons is not affect me that muvh because i have alternative options available with me.Headphone jack : Phone does not have headphone jack but they will provide adaptor so it not will make any issueExternal expandable option : 128 GB verient i have purchased but if they can give some other expandable options so then it can he a great phone because if we are paying 30k then they should give expandable option also but 128 gb is enough for me as per my use but may not be enough for someone other so thats way i am giving it 4 StarsThankyou 👍🏻👍🏻"
59,Gaming performance  good,5.0 out of 5 stars,"value for money, gaming phone this, very good phone"
60,Performance performance performance🔥🔥🔥,5.0 out of 5 stars,"The best you will find in 30K segmentYou should go for 256gbCamera are great, gaming experience is awesome,,A complete package,,Typical Vivo set up,32 min 0 to 100But battery drains little fastIf you have 25k budget go for 128gbAdd another 4k and get a 256 GB one.."
61,Heating issues,1.0 out of 5 stars,"                    The media could not be loaded.
                



 In hand it feels very cheap phoneAnd having hear issue"
62,Mobile hang hota he.,3.0 out of 5 stars,12gb ram hone k bavjud bhi phone hang hota he... calling me issue he...best part ye hi ki iska charging bahut fast hota he baki kisi ka budget Kam ho to use iq00 z3 Lena chahiye usme sirf charging itna fast nahi hoga baki 12gb wala lo ya 8gb ram wala dono use karne me same he
63,"Sensor, touch is not working.",1.0 out of 5 stars,"                    The media could not be loaded.
                



 Sensor, touch is not working. Unable to login as it is asking password. Password not set. Unable to install and use the phone."
64,Decent Camera,4.0 out of 5 stars,"I am writing this review after using for more than 1.5 months...I exchanged my Realme XT and went for thisCamera (7/10)The camera is decent. Selfie camera is best in segment, but the rear camera is okay.Low light is amazing and very bright and detailed....The biggest issue is that the details are very less and the colours.. when ever there is a reddish coloured object, the phone oversaturates and makes the red look pink...If you want best camera go for Oppo Reno 8 or A52s 5g.Display (9/10)Very bright and good display . I used it at 120hz..Speakers (6/10)Quality of speakers are good, but loudness is low and bass is non existent.Trust me my Realme XT had louder speakers.Performance (10/10)Very smooth and snappy. BGMI and Apex legends runs very smoothly.Battery (4/10)bb is crap shit.....even in normal use without gaming I only get maximum 5-6 hours SOT....with gaming only 4 hours.Charging is fast.It takes 35min for charging...Software (4/10)It's good and fast....but not at all smooth... YouTube is stuck at 60hz and Twitter lags at 120hz...MIUI and Realme UI is smoother.Updates are very fast, I got 2 updates in one month.Other featuresHaptic feedback is bad and weak...Realme and Xiaomi gives better.IR blaster is useful.Fingerprint sensor is fast and accurate.Overall if you want all round package then this is good choice...If camera is your priority go for Oppo Reno 8 or A52s 5g...If gaming is your priority this is good choice.If you are normal user then I won't recomend this phone, go for Nothing phone."
65,This device is over heated now I want to return,2.0 out of 5 stars,I ordered this device on Amazon as on 1st June 2022 and get this device on 2nd June 2022  As I  start to use this device I found this device is defective and over heated and I want to return .  I think this product waste of money 😥
66,Value for money and the best in the market,5.0 out of 5 stars,"Pros :1) flash charge - 80W charge is really quick. 15 mins 50%+ charging you can really relay on 5his fast life.2) processor - if you are gamer and looking for a decent perfomance, just go for it - it will amaze you..!3)RAM - you will never see any lag when it is on highest consumption.4) Camera - I was really not expecting the camera perfomance high, but I am blown away with the camera - just check out the pics I am attaching here.Cons - it's not a con completely, but the battery usage when you play games the draining us fast.. but flash charging will cope this.Amazing product, go for it.I have got this around 20k with exchange offer +  ICICI 3000 cash back."
67,"Good deal, with Offer, But exchange service are scams",5.0 out of 5 stars,"Exchange service are scams done by delivery agent together with amazon team though my mobile is in best condition still, The delivery guy said there is dent and price will be reduced, You have to pay extra. After I refused the agent cancelled my Exchange and asked me to pay full amount, Such Horrible scams. Don't purchase with exchange offer"
68,Best performance but battery drainage prblm,1.0 out of 5 stars,Battery draining very fast.I disappointed
69,Balanced phone,5.0 out of 5 stars,"What I likedGreat interface ( phone didnt get stuck even once )BatteryFast Charging ( Under 40 mins can charge full )Crisp PhotosGreat processing speedVideo quality and imagingWhat I didn't likeBack case feels a little cheapI prefer 3.5 mm jackTo be honest i Can't complain much  , just perfect"
